Open,ret,new_column
15674.25,-0.0128042303439023,-0.0388900347684876
15729.25,0.0035089398216821,0.0665251332197871
15832.25,0.0065483096778296,-0.0168827304465064
15272.650391,-0.0353455515798449,-0.0485679686731171
15334.5,0.004049697165624,0.0150697030251068
15455.950195,0.0079200622778701,0.1034792432702512
15545.650391,0.005803602811105,-0.019050050180454
15451.549805,-0.0060531778107191,0.0195043825261309
15657.400391,0.0133223261483703,0.0280593003351635
15926.200195,0.0171675883152677,0.055938877456335
15757.450195,-0.0105957477573953,-0.0539861975429897
15701.700195,-0.0035380089614809,0.0227954542791504
15774.5,0.004636428163568,0.0322335449142443
15703.700195,-0.0044882440013946,-0.0128042978824601
15710.5,0.0004330065472191,-0.0633196614683108
15909.150391,0.012644434677445,0.0372637683905743
15818.200195,-0.0057168480883461,-0.0893122039787993
16113.75,0.0186841613683346,0.062716411426964
16273.650391,0.0099232264991078,0.096453592879964
16136.150391,-0.0084492413623462,0.0382269371939161
16126.200195,-0.0006166400138133,0.1052970121700175
16128.200195,0.0001240217767246,0.0173798139012855
16018.849609,-0.0067800861024716,0.0478694050592387
16010.799805,-0.0005025207300453,0.0785322185403969
16151.400391,0.0087816091458523,0.0850603006763205
16187.049805,0.0022072026658361,0.0226054028572428
16562.800781,0.0232130610905969,0.0310727733856259
16523.550781,-0.0023697682849042,-0.1166128473357458
16661.25,0.0083335126223798,0.0118118750149401
16662.550781,7.807223347588987e-05,-0.0744565863507823
16632.900391,-0.0017794628439369,0.0280804078772569
16475.349609,-0.0094722374508566,0.0283084105554943
16774.849609,0.0181786734186442,0.0235283588378951
17079.5,0.0181611399267953,-0.0746407110724546
17243.199219,0.0095845439854795,0.0302100303300796
17310.150391,0.0038827581326223,-0.0189916362514063
17349.25,0.0022587677239551,0.0458303821280437
17463.099609,0.0065622207876421,-0.0844069927086537
17423.650391,-0.0022590043510758,-0.0568768625905771
17401.5,-0.0012712830263995,-0.0880827455101431
17566.099609,0.009458932218487,0.0415985618673116
17711.650391,0.0082858907349827,-0.0315232815520603
17659.650391,-0.0029359206427439,0.0280956778074
17797.199219,0.0077888760510287,0.0287412039292287
17868.150391,0.0039866481869941,0.0589638818580901
17898.650391,0.0017069478000006,-0.0830283235149733
17966.550781,0.0037936039040209,-0.0273118896761062
17682.900391,-0.0157876931113549,0.0355566862599658
17357.349609,-0.0184104855426144,-0.1089324519349242
17525.449219,0.0096846358336204,0.0751229759814386
17679.0,0.0087615888803314,0.11854926572825
17619.300781,-0.0033768436563152,-0.0791638526171548
17188.650391,-0.0244419682343126,0.0065282891551148
17414.949219,0.0131655960678849,-0.0063916402998171
17485.699219,0.0040626015677847,-0.0116870136856115
17598.400391,0.006445334017729,0.0866009990822348
17546.449219,-0.002952039438003,-0.0434467618249259
17695.699219,0.0085059944685781,0.0285197259098749
17519.400391,-0.0099628065451465,0.1007014001234914
17748.150391,0.0130569537138676,0.0836460674470942
17923.349609,0.0098714071123064,-0.0665354262110815
17890.849609,-0.0018132771334037,-0.0016511809370587
18044.449219,0.0085853725986679,-0.1524634563702424
17771.150391,-0.0151458670022595,0.0033880171296731
18046.349609,0.0154857289452332,-0.0648065499051597
17796.800781,-0.0138282164208736,0.1049390789873971
17540.650391,-0.0143930582328859,-0.0161594458325249
17770.400391,0.0130981460138948,-0.0393514020056055
17766.349609,-0.0002279510821855,-0.0636669856167455
17609.650391,-0.0088200008132577,-0.0193753439885977
17593.849609,-0.0008972797102249,0.0397022219100866
17156.300781,-0.024869419582635,0.1043757790852261
17110.900391,-0.0026462808375499,0.0631106752551105
16870.550781,-0.0140465787601928,-0.1062063386643837
16993.599609,0.0072937054395745,0.0660813497128556
16798.050781,-0.0115072046240535,0.0231851107167731
17102.099609,0.0181002446036122,0.0626697153329346
17147.449219,0.0026516983900697,0.0707819888893152
17379.25,0.0135180911189494,-0.0076935385578618
17287.199219,-0.0052965911072112,0.0858071974260552
17094.349609,-0.0111556306812291,0.0483086557406975
17256.050781,0.0094593345578275,-0.0381132350633379
17025.550781,-0.0133576333846788,-0.0438549783580144
17087.349609,0.0036297696794023,0.0562886202286141
17322.300781,0.0137500067228828,0.1450101810728098
17144.800781,-0.0102469067039114,-0.056919860728036
17438.75,0.0171450938832578,-0.0368497938933286
17568.150391,0.0074202790337609,0.1131651352694951
17423.099609,-0.008256462904274,-0.0421528055629998
17622.849609,0.0114646649839973,-0.039673901837117
17736.349609,0.0064405021048374,0.0182804241875385
17808.300781,0.0040567069090411,0.0269223251821121
17771.400391,-0.0020720893281054,0.0318591969408267
17756.400391,-0.0008440527853729,0.1163688078107546
17910.199219,0.0086615994578469,0.0985555812564409
18130.699219,0.012311420844838,0.0051929206429363
18177.900391,0.0026033839859047,0.0075579484326248
17968.349609,-0.0115277769980381,-0.062283900606079
18053.400391,0.0047333663831539,0.0283372452644926
18211.75,0.0087711791446747,0.0273742459449167
18288.25,0.0042005847872939,0.0140737055354364
18044.349609,-0.0133364532418355,0.0215229033228641
18272.349609,0.0126355343883539,-0.0187523040077091
18376.400391,0.0056944390965871,-0.0248683755637817
18362.75,-0.0007428218100148,-0.0467623199824143
18398.25,0.0019332616302023,-0.0227183724867662
18358.699219,-0.00214970342288,-0.0193257572304999
18382.949219,0.0013208996841618,0.0467843608899773
18246.400391,-0.0074280152968527,0.0533526075807972
18179.150391,-0.0036856584618832,0.0493438310596848
18325.199219,0.0080338643368231,-0.0458311398550207
18326.099609,4.913398153227888e-05,0.1695875374432068
18528.449219,0.0110416081063218,0.0839159182863347
18430.550781,-0.0052836822360505,0.097155970375371
18552.449219,0.0066139335415662,0.0207140555852754
18625.699219,0.0039482657591636,0.0796003911165561
18871.949219,0.0132209801685621,-0.0095036691577968
18752.400391,-0.0063347366301537,-0.028572722665932
18719.550781,-0.0017517549388377,0.0571200542788903
18600.650391,-0.0063516689791874,0.0796672681592859
18638.849609,0.0020536495873544,0.0518903067061349
18570.849609,-0.0036482938285614,0.0398502059498775
18662.400391,0.0049298111786781,-0.083203365787376
18402.150391,-0.0139451514568033,-0.0509360196266718
18524.400391,0.0066432453491842,-0.0390715999435006
18671.25,0.0079273609887717,-0.0469535677228353
18614.400391,-0.0030447671687755,0.1361665856629955
18319.099609,-0.0158641039086477,-0.0223615529197081
18288.099609,-0.0016922229073295,-0.052833708365829
18340.300781,0.0028543792474922,0.0407027707403434
18435.150391,0.0051716496437319,-0.0391320678528217
18288.800781,-0.0079386176351153,-0.0234340971923072
17977.650391,-0.01701316525484,-0.0633328490446893
17830.400391,-0.0081907255284993,-0.0367376915234912
18089.800781,0.0145482089191297,-0.0257838095309296
18084.75,-0.000279206004596,-0.0932865057739444
18045.699219,-0.0021593210301498,-0.0603030305584424
18259.099609,0.0118255539677463,0.100469648016907
18131.699219,-0.0069773643130357,-0.0837928661187723
18163.199219,0.0017372889115099,0.0444936547674499
18230.650391,0.0037136173636989,-0.0236834541022629
18101.949219,-0.0070596039768026,-0.0717350365665245
18008.050781,-0.0051872003873173,-0.097028549753408
17952.550781,-0.0030819548809001,-0.1260819792577954
18121.300781,0.0093997784525747,-0.0035993186921746
17924.25,-0.0108739865521467,-0.1312614595574283
17920.849609,-0.0001897089696918,0.102401204082987
17867.5,-0.0029769575753377,0.0200163372686549
18033.150391,0.0092710446900796,-0.0650676923574116
17922.800781,-0.0061192641112265,0.0343247066367021
18074.300781,0.0084529199342886,0.0561425883546929
18119.800781,0.0025173864566772,-0.0546494476865918
18115.599609,-0.000231855308498,-0.0149133577469589
18118.449219,0.0001573014452462,-0.0497984543637396
18183.949219,0.0036150996814514,0.0475948347318541
18093.349609,-0.0049823945782543,-0.0518136795829276
17877.199219,-0.0119463999022317,-0.0843178795002044
17541.949219,-0.0187529375207551,-0.0006548034221798
17731.449219,0.0108026763522237,-0.0057007834404501
17811.599609,0.0045202390966507,-0.0493968316946263
17517.099609,-0.0165341691069225,0.08318535154883
17721.75,0.0116828924632508,-0.0319706390621313
17818.550781,0.0054622585805579,-0.1109564642019049
17790.099609,-0.0015967163856186,0.0185327757907455
17750.300781,-0.002237133511038,-0.0745223361528996
17885.5,0.0076167283398778,0.0913741869408279
17847.550781,-0.0021217868664559,-0.0400788395112372
17859.099609,0.0006470819521238,-0.1379045571309485
17840.349609,-0.0010498849555971,0.0208789183264192
17896.599609,0.0031529651174337,0.0306984724594301
